financial_id,company_id,fiscal_period,revenue_cr,yoy_growth_revenue_pct,ebitda_cr,ebitda_margin_pct,net_profit_cr,net_profit_margin_pct,eps_rs,data_source
6293,,Q4FY24,798,2.5,179,22.5,60,8,4.7,
