company_id,quarter,promoter_holding_pct,fii_holding_pct,mf_insti_holding_pct,public_holding_pct,others_holding_pct,data_source,FOREIGN,REFERENCES
9910,Q2FY24,50.2,7.5,30.0,11.3,1.1,SP20241006120459650BATA.pdf,,
9910,Q3FY24,50.2,7.9,29.7,11.1,1.2,SP20241006120459650BATA.pdf,,
9910,Q4FY24,50.2,8.2,28.3,12.2,1.1,SP20241006120459650BATA.pdf,,
